label,duration,start.time,peak.freq(max),peak.freq(mean),peak.freq(minentire),peak.freq(maxentire),file.name
short-dr,0.0061,526.0969,51200,51200,48300,52200,T0000152
flat,0.0296,540.59,46800,46300,44900,46800,T0000152
flat - harmx,0.0568,542.3677,38000,38000,37100,39500,T0000152
step up - harmx,0.1479,542.5249,52200,52700,36600,54100,T0000152
flat,0.0399,542.7875,49300,49300,47800,51200,T0000152
flat - harmx,0.0389,542.8607,41500,41900,38500,42900,T0000152
flat-z - harmx,0.0378,543.0026,43900,43900,39000,45400,T0000152
flat - harmx,0.0496,543.5596,44900,45800,43900,47300,T0000152
flat,0.0266,543.7352,46300,46300,45800,46800,T0000152
upward ramp,0.0122,545.8534,49300,48800,47300,52200,T0000152
flat-z,0.0256,546.0126,45800,44900,41000,45800,T0000152
flat-mz - harmx,0.0742,553.5267,38000,37500,37100,42900,T0000152
flat,0.0174,553.7469,37500,37500,37100,38000,T0000152
flat-z - harmx,0.0793,554.2395,46800,40500,39500,48800,T0000152
flat,0.0266,557.2285,48300,48300,47800,49300,T0000152
short-dr,0.003,557.44,57600,56100,52200,57600,T0000152
flat,0.0179,559.5939,47800,48300,47800,48800,T0000152
flat - harmx,0.0993,559.765,47800,47300,46300,50700,T0000152
flat - harmx,0.0501,559.9702,45400,45400,42900,46300,T0000152
flat - harmx,0.0573,560.5166,44900,45800,43900,46800,T0000152
flat,0.1049,560.7116,40500,41000,40000,44400,T0000152
flat,0.0875,561.151,35600,36100,35100,37500,T0000152
flat-z - harmx,0.0952,561.3532,39000,36100,35100,40500,T0000152
flat-z - harmx,0.1116,561.561,37100,36600,35100,38500,T0000152
flat - harmx,0.0522,563.7498,38000,38000,37100,38500,T0000152
flat-z - harmx,0.044,564.1343,43900,39000,38000,44400,T0000152
flat - harmx,0.0563,564.2726,46800,46800,45400,47800,T0000152
flat-z - harmx,0.0558,564.4497,46300,46300,40000,47300,T0000152
flat-z - harmx,0.0686,564.6197,47800,47300,39000,48300,T0000152
flat-z - harmx,0.0593,564.8102,40500,40500,39500,47800,T0000152
flat,0.0204,566.6693,47800,48800,47300,49800,T0000152
short,0.0081,566.8218,49800,49800,49300,50200,T0000152
short-c,0.0081,567.7813,84900,85400,77100,86400,T0000152
short-ur,0.0051,568.087,86400,85900,80500,87400,T0000152
flat,0.0522,568.1177,45400,45800,44400,47300,T0000152
flat,0.0706,574.5039,48800,47800,46300,49300,T0000152
short,0.0081,575.8596,79500,79100,77600,80000,T0000152
step down - harmx,0.043,581.6708,40500,40000,39500,68300,T0000152
flat,0.022,585.09,37100,37100,36100,37100,T0000152
flat,0.0583,596.1702,37500,37100,36100,38000,T0000152
flat,0.0368,610.5487,45800,46300,44900,47800,T0000152
flat,0.0394,611.0714,49800,49800,46300,50700,T0000152
step up - harmx,0.0337,614.1547,47300,46300,44400,65900,T0000152
complex - harmx,0.0778,614.297,48800,46300,44400,51700,T0000152
step down,0.0424,614.4721,47300,47300,45800,68300,T0000152
flat - harmx,0.1832,617.1315,47300,46800,42900,48300,T0000152
flat-mz - harmx,0.0896,617.4448,37500,42900,34100,44400,T0000152
flat,0.0204,617.7019,41900,42400,41900,42900,T0000152
flat - harmx,0.0368,624.9569,52200,51700,47800,53200,T0000152
flat,0.2324,627.1524,45400,37500,36600,45800,T0000152
flat,0.0143,627.5153,44400,44900,44400,45400,T0000152
flat - harmx,0.066,629.6115,45400,45400,43400,46300,T0000152
flat,0.0537,631.214,49300,49300,48800,49800,T0000152
flat,0.0163,635.0274,50200,49800,49300,50200,T0000152
short,0.0076,638.4,63400,63400,63400,63900,T0000152
flat - harmx,0.066,641.645,51700,51200,47300,51700,T0000152
short,0.0066,665.7341,58500,58500,57100,60500,T0000152
short,0.0061,665.8575,76100,74700,75100,76100,T0000152
short,0.0025,665.8897,76100,75600,75100,76100,T0000152
upward ramp,0.0245,666.5441,51700,52700,46800,57600,T0000152
flat,0.0476,666.7136,47300,47800,46300,49300,T0000152
flat,0.0225,666.8114,48300,48300,47300,49300,T0000152
short,0.0056,667.3612,45400,45400,44900,45800,T0000152
step down,0.0296,668.1395,62000,61500,41500,62500,T0000152
flat,0.0163,668.9746,47800,47300,46800,48300,T0000152
flat,0.043,669.1276,50200,50200,46800,51200,T0000152
flat-z,0.046,669.2807,45800,44900,40000,45800,T0000152
flat,0.0435,669.4927,52700,53200,48800,54100,T0000152
flat,0.0465,670.2561,48300,47800,46300,48800,T0000152
flat,0.0409,671.106,48300,47800,45400,48800,T0000152
flat,0.0184,671.4588,48300,48800,48300,49300,T0000152
flat,0.0337,671.5222,51200,51200,47300,52200,T0000152
flat,0.025,671.6968,49800,49300,49300,51200,T0000152
flat,0.0901,672.9272,43900,45800,42900,47800,T0000152
flat,0.0517,673.2789,44900,49300,44900,50700,T0000152
flat,0.0148,674.99,51200,51700,51200,52200,T0000152
flat - harmx,0.0317,675.1068,44400,44400,42900,45400,T0000152
flat,0.0399,675.9874,47300,48800,46800,49800,T0000152
flat - harmx,0.0486,677.5946,45800,45400,43400,46300,T0000152
flat,0.024,677.9509,51700,52700,51700,54100,T0000152
flat,0.0235,678.0974,51200,49800,48300,51700,T0000152
flat,0.0148,678.25,48800,48300,47300,48800,T0000152
flat,0.0168,678.4118,46800,46800,45800,47800,T0000152
short,0.0102,678.5587,46800,48300,46800,49300,T0000152
flat,0.0271,679.0041,50200,51200,50200,51700,T0000152
flat - harmx,0.0317,679.8919,47300,46800,44900,47800,T0000152
upward ramp,0.0184,686.1445,68300,68800,63400,69800,T0000152
flat,0.024,686.8991,48800,48800,47800,49800,T0000152
flat - harmx,0.0517,697.9701,54100,53700,52700,54100,T0000152
flat,0.046,721.7587,46300,46300,45800,46800,T0000152
short,0.0117,727.7752,68800,67800,67300,68800,T0000152
short,0.0025,727.8704,76100,75600,75600,76100,T0000152
flat,0.0419,751.681,49800,49800,46800,50700,T0000152
short,0.0066,781.527,48300,48300,47800,48800,T0000152
flat,0.0245,781.6453,39000,39500,39000,40000,T0000152
short,0.0081,781.764,41500,41900,41500,41900,T0000152
flat - harmx,0.0158,782.2658,46300,45800,43900,46300,T0000152
flat - harmx,0.1433,782.7696,52200,50700,44900,54100,T0000152
flat - harmx,0.2897,783.0307,49300,49300,40000,51200,T0000152
flat,0.0194,783.895,42400,42400,41900,42900,T0000152
flat,0.0276,783.9483,37500,37500,36600,38000,T0000152
flat - harmx,0.1694,784.7337,36600,37100,36100,37500,T0000152
flat - harmx,0.0916,785.261,38000,38000,36600,39000,T0000152
flat - harmx,0.1059,785.4837,37500,36600,36100,37500,T0000152
flat - harmx,0.0399,785.922,37500,37500,37100,38500,T0000152
flat,0.0281,791.278,48800,48300,47300,49300,T0000152
inverted-u - harmx,0.046,794.6516,48300,50200,45800,50700,T0000152
flat,0.0604,794.8482,52200,51700,48800,53200,T0000152
flat - harmx,0.1536,797.9985,37500,36600,34600,38000,T0000152
flat - harmx,0.1464,798.2612,36100,35600,34100,37100,T0000152
flat - harmx,0.1131,798.5172,37100,35600,34600,37100,T0000152
flat,0.0885,798.7445,36600,35600,34600,36600,T0000152
flat,0.0168,805.6734,64400,64400,62900,64900,T0000152
flat,0.0163,805.8449,61500,61000,59000,61500,T0000152
short,0.0097,806.5049,45400,45400,44900,46300,T0000152
flat,0.0578,807.3446,41500,41500,40000,41900,T0000152
flat-mz - harmx,0.1136,807.4542,44400,43900,37500,44400,T0000152
flat-z - harmx,0.2411,808.2529,43900,43900,38500,45400,T0000152
flat-mz - harmx,0.1812,808.6118,42400,39500,38000,43400,T0000152
flat-z,0.044,809.5559,44400,39500,39000,44400,T0000152
flat,0.0814,811.9449,48800,48800,47300,49800,T0000152
flat,0.0506,812.4313,52200,51700,51200,52700,T0000152
upward ramp,0.0215,812.7969,54100,53700,51200,55600,T0000152
flat,0.0691,812.9909,55100,54600,51700,58100,T0000152
flat,0.0189,813.2469,54100,54100,53700,55100,T0000152
flat,0.0261,813.4072,56600,56100,52200,57100,T0000152
flat,0.0184,814.1102,52200,52200,51200,52700,T0000152
flat,0.023,815.3215,48800,48800,48800,49800,T0000152
flat,0.0332,815.6246,45800,45800,43400,46800,T0000152
flat,0.0296,815.6799,43900,43900,43400,44400,T0000152
short,0.0056,815.788,44400,43900,43900,44400,T0000152
flat,0.0291,815.8264,43400,43900,42900,44400,T0000152
flat,0.0204,816.4096,38000,38000,36600,38500,T0000152
flat,0.0399,816.8325,44400,44900,44400,45400,T0000152
flat-mz - harmx,0.0522,816.9819,43400,44400,37100,44900,T0000152
flat,0.0276,817.0772,51200,50700,49800,51200,T0000152
flat-mz - harmx,0.1495,817.1658,42900,42400,36100,44900,T0000152
flat,0.0204,818.1043,,45800,119600,0,T0000152
flat,0.0261,818.2553,49300,48800,48300,49800,T0000152
flat,0.0343,818.7479,49300,49800,49300,50200,T0000152
flat,0.0501,818.9204,48300,46800,46800,48300,T0000152
flat,0.0414,819.7022,51200,49800,49800,52200,T0000152
flat,0.0384,820.611,49300,51200,47800,51700,T0000152
flat,0.0174,820.9495,50200,50200,48300,50700,T0000152
short,0.0087,821.5833,47300,47300,46300,47800,T0000152
short-c,0.0092,822.3201,84400,83900,82000,84900,T0000152
flat,0.0445,825.9716,48300,49300,46300,50700,T0000152
inverted-u,0.022,826.1201,65400,64900,57100,65900,T0000152
short,0.0097,826.8963,38500,38500,38500,38500,T0000152
flat,0.0143,826.9767,49800,49300,48800,50700,T0000152
flat-z,0.022,827.1267,48300,48300,40500,48800,T0000152
short,0.0117,830.1419,48800,48800,48300,49300,T0000152
short,0.0061,831.7849,58100,58100,58100,59000,T0000152
complex,0.0322,832.1162,66800,67800,60500,69300,T0000152
short-c,0.0087,832.2191,84900,84400,82000,84900,T0000152
flat - harmx,0.0291,832.3164,40500,40500,39500,41000,T0000152
short,0.0051,832.8156,54100,54100,53200,54600,T0000152
short,0.0035,832.8729,89300,89800,88800,90300,T0000152
flat,0.0138,832.9922,52700,52700,52200,53700,T0000152
inverted-u,0.0163,833.1704,88800,88300,80000,89300,T0000152
short,0.0107,833.239,79500,79100,77600,79500,T0000152
flat - harmx,0.0302,835.5164,48300,47800,44400,48800,T0000152
flat - harmx,0.0435,837.3754,45800,46300,45400,47300,T0000152
flat,0.0133,837.9596,44900,44900,43900,46300,T0000152
short,0.0076,838.3257,47300,47800,46300,48300,T0000152
flat,0.0153,838.85,47800,47300,46300,48800,T0000152
flat - harmx,0.0563,839.022,51200,51200,47800,52700,T0000152
short-c,0.0051,849.3056,91700,91700,90300,93200,T0000152
short-c,0.004,855.3989,55600,55600,54100,56100,T0000152
short,0.0061,861.3094,36100,36100,35600,36600,T0000152
flat,0.0153,861.9724,70300,70300,70300,70800,T0000152
short,0.003,863.7521,14600,71200,14600,72200,T0000152
short-ur,0.0035,870.5454,71200,71700,68800,73200,T0000152
short,0.0025,874.1713,80000,80000,31700,80500,T0000152
flat,0.0291,888.5319,49800,50200,49300,50700,T0000152
flat,0.1397,888.747,38000,36600,36100,38500,T0000152
flat,0.1029,892.736,49800,49300,48300,51700,T0000152
flat,0.0404,894.1445,39000,39000,38500,39500,T0000152
flat,0.088,896.6451,42900,41900,41000,42900,T0000152
short,0.001,903.2832,66800,66800,66400,66800,T0000152
short,0.003,903.8745,58500,58500,58500,60000,T0000152
short,0.004,904.2344,65900,65900,63900,66800,T0000152
flat - harmx,0.0261,939.3126,44900,44900,43900,45800,T0000152
flat,0.0158,948.9669,52200,51700,50700,52200,T0000152
short-dr,0.0035,950.0067,54600,54600,54600,57100,T0000152
flat,0.0143,961.3778,52700,52700,51200,53700,T0000152
short-dr,0.0015,968.3732,46300,47300,45400,48300,T0000152
flat,0.0629,980.8035,62500,63400,61500,65400,T0000152
flat,0.0614,981.1973,49800,49300,45800,50200,T0000152
flat,0.0138,984.3159,45400,45400,44900,45400,T0000152
flat - harmx,0.0752,987.7719,47800,47300,46800,47800,T0000152
flat,0.0184,990.9816,65400,64900,63400,65900,T0000152
flat,0.1039,994.8549,46300,46800,43900,47800,T0000152
flat - harmx,0.086,995.0663,45800,43900,42400,47800,T0000152
flat,0.0363,997.3918,37100,36100,36100,37500,T0000152
flat,0.065,997.8071,45800,45800,45400,46800,T0000152
flat - harmx,0.0435,1002.648,45400,45400,43900,46300,T0000152
flat,0.0691,1008.9594,47800,48300,47300,48800,T0000152
flat,0.0455,1026.8139,51200,51700,50200,52200,T0000152
short-ur,0.0046,1027.2722,66800,67300,66400,69300,T0000152
flat - harmx,0.0716,1027.3079,45800,45800,42900,47300,T0000152
short,0.002,1028.2685,67300,67800,67300,67300,T0000152
short,0.0092,1028.3474,45800,46300,45400,46800,T0000152
flat - harmx,0.0634,1028.376,43400,42900,41900,44400,T0000152
flat,0.0153,1031.2402,47300,47800,46800,48800,T0000152
flat,0.1157,1032.6892,50700,50200,49800,54600,T0000152
step down,0.0276,1032.9871,80500,80000,48800,81000,T0000152
upward ramp,0.0215,1033.3291,48800,48800,45800,52200,T0000152
step down,0.0501,1036.8593,74200,79500,47800,80500,T0000152
inverted-u,0.0128,1036.931,51700,51700,48300,52200,T0000152
short,0.0087,1037.8752,80000,80000,80000,80500,T0000152
upward ramp,0.0194,1064.7991,78100,77100,70300,82500,T0000152
upward ramp,0.0128,1064.9471,51200,48800,46300,51700,T0000152
step up,0.0296,1072.5842,51200,50700,47800,67800,T0000152
short-c,0.0061,1072.6374,48800,48800,48300,51200,T0000152
short,0.0076,1073.7812,50700,50700,50700,51200,T0000152
short,0.0035,1092.0714,46800,46800,46300,46800,T0000152
flat - harmx,0.0614,1109.2791,45800,45800,44400,47300,T0000152
flat - harmx,0.1628,1109.4461,43900,43900,38000,45400,T0000152
flat-mz - harmx,0.0696,1110.1342,38000,38500,37500,42900,T0000152
short,0.0046,1110.85,33200,35600,33200,36600,T0000152
flat,0.1945,1111.2969,36600,35600,35100,36600,T0000152
flat,0.0583,1111.8433,37500,37100,35600,38000,T0000152
flat,0.043,1112.0205,38500,39000,37500,40500,T0000152
short,0.0035,1112.2062,44900,45400,44900,45400,T0000152
short-c,0.0076,1115.2752,52700,52700,50200,53700,T0000152
flat - harmx,0.0266,1116.3504,39000,39500,38500,40000,T0000152
upward ramp,0.0148,1120.3441,47800,46800,45800,49800,T0000152
short,0.0056,1131.3873,49800,50200,49800,50700,T0000152
short,0.0046,1131.5471,46300,46800,46300,47300,T0000152
short,0.0025,1131.6541,53200,53200,52700,53700,T0000152
flat,0.0296,1132.439,52700,52200,49300,53200,T0000152
upward ramp,0.0128,1140.7149,46800,51700,46300,52700,T0000152
short-ur,0.0056,1141.7994,51700,49300,49300,52200,T0000152
short,0.0076,1147.566,46300,44900,46300,47300,T0000152
flat,0.0645,1204.569,37100,37100,36600,37500,T0000152
flat,0.1356,1207.9421,37500,37100,36100,38000,T0000152
flat,0.1607,1208.3891,35600,36100,35600,37100,T0000152
short-c,0.0087,1213.1972,52700,52200,45800,54600,T0000152
inverted-u,0.0138,1310.9831,49800,49300,43900,50700,T0000152
flat,0.0675,1319.5242,47300,47300,44900,49300,T0000152
flat,0.0834,1414.5812,38000,38000,37500,39000,T0000152
flat,0.1397,1414.96,37500,37500,37500,38500,T0000152
flat,0.0803,1421.8542,37100,37100,37100,38000,T0000152
flat,0.0245,1422.0784,34600,35100,34600,35100,T0000152
short-dr,0.0112,1444.4764,50700,50700,50700,51700,T0000152
short,0.0056,1445.0579,79100,79500,78100,79100,T0000152
short,0.0066,1445.2812,47300,46800,46300,47800,T0000152
short,0.0081,1445.4615,79100,79100,78100,79100,T0000152
flat,0.0133,1445.7124,51200,47300,47300,51200,T0000152
downward ramp,0.0158,1446.1701,51200,50700,50200,56600,T0000152
downward ramp,0.0133,1446.6672,48300,50700,46800,51200,T0000152
flat,0.0138,1446.788,42400,42900,41500,44400,T0000152
downward ramp,0.0148,1446.9621,50200,47300,46300,50700,T0000152
short,0.0061,1447.0405,55600,55600,55100,56100,T0000152
flat,0.0158,1447.0671,47300,46800,46300,47300,T0000152
flat,0.0112,1447.3165,45800,46300,45800,47300,T0000152
flat,0.0742,1558.4184,57600,59000,57600,60000,T0000152
downward ramp,0.0138,1616.8549,48300,50200,46300,50200,T0000152
flat,0.0148,1616.9261,42400,43400,41500,44400,T0000152
short,0.0071,1617.3024,44400,43900,43900,44400,T0000152
flat,0.0245,1617.816,43400,49800,42400,50200,T0000152
inverted-u,0.0117,1747.416,67800,67800,67300,70800,T0000152
flat,0.0906,1747.6751,54100,52200,52200,54100,T0000152
flat - harmx,0.0675,1749.2751,45400,46300,42400,48300,T0000152
flat,0.0215,1749.4881,50700,50700,49800,51700,T0000152
flat,0.0332,1749.5675,47300,46800,44400,47800,T0000152
flat,0.0276,1749.7031,52700,52700,50700,53200,T0000152
flat - harmx,0.1008,0.2416,39500,39500,38000,40500,T0000195
flat-mz - harmx,0.1182,0.4618,44400,39000,37500,44900,T0000195
flat-mz - harmx,0.0645,0.7014,40500,40000,38000,45800,T0000195
flat,0.1315,1.9537,45400,44400,43400,45800,T0000195
flat,0.0358,2.6214,45800,45800,45400,46300,T0000195
flat,0.0711,2.9685,47800,47300,46800,47800,T0000195
flat,0.1525,5.5674,53200,47300,46300,53700,T0000195
flat - harmx,0.171,5.867,49300,46300,44400,52700,T0000195
flat - harmx,0.1177,6.4414,45400,45400,44900,46300,T0000195
trill,0.0532,11.3582,64400,62000,55100,83400,T0000195
short-c,0.0056,33.0204,66400,66800,66400,69300,T0000195
flat,0.0747,34.6521,50200,50200,47300,51200,T0000195
flat,0.0389,35.3264,53200,52700,51200,53200,T0000195
flat,0.066,35.8394,50200,50200,47800,51700,T0000195
flat,0.0363,36.0309,52700,52200,51200,54100,T0000195
flat,0.0348,36.203,53700,54100,53200,54600,T0000195
flat - harmx,0.0445,36.545,53700,53700,52700,54600,T0000195
flat,0.0368,36.823,52700,52700,51200,53200,T0000195
flat,0.0988,37.4016,46800,46800,45800,48300,T0000195
flat,0.0865,37.8142,43900,43400,42400,43900,T0000195
flat-mz - harmx,0.0409,38.1603,41900,42400,39500,42400,T0000195
flat,0.0148,38.4803,43900,43900,43400,44400,T0000195
short,0.0102,48.576,51200,51200,50200,51700,T0000195
trill,0.0168,49.9532,61000,65400,57100,61500,T0000195
flat,0.0419,67.7821,38000,37500,37100,38000,T0000195
flat,0.0465,76.3735,44400,44400,43900,45400,T0000195
flat - harmx,0.0783,77.2689,47800,48800,44400,52200,T0000195
flat - harmx,0.0317,77.6227,39000,39000,38000,40000,T0000195
flat,0.0317,78.6984,45800,46300,44400,46800,T0000195
upward ramp - harmx,0.0455,79.319,47800,47300,42400,49800,T0000195
short-c,0.0092,79.5074,82000,82500,79500,83000,T0000195
short,0.0097,79.9493,52700,52700,52200,54100,T0000195
flat,0.1054,83.929,40500,40500,40000,41000,T0000195
flat,0.1264,84.1574,40500,40500,39500,41500,T0000195
flat,0.0814,84.4067,40500,40500,40000,41000,T0000195
flat-mz,0.0916,84.608,41900,40000,38500,41900,T0000195
flat,0.0808,87.2463,39500,38500,37100,40000,T0000195
flat-mz - harmx,0.2621,88.7147,45400,45800,39000,47800,T0000195
flat,0.0619,92.7856,41900,41000,41000,41900,T0000195
flat-z - harmx,0.0793,92.8706,44400,44900,40000,45800,T0000195
flat-mz - harmx,0.1617,92.994,46300,46300,40000,47300,T0000195
flat-z - harmx,0.1479,93.2014,44900,41500,27300,45400,T0000195
short-c,0.0051,95.9144,61500,65400,61500,67800,T0000195
flat - harmx,0.1177,96.2677,43400,43400,40500,45800,T0000195
flat-z - harmx,0.1745,97.8447,44900,45400,39500,45800,T0000195
flat - harmx,0.1546,98.1478,40000,40500,39000,41500,T0000195
flat,0.1203,98.4442,41000,40500,39000,41000,T0000195
flat,0.1382,98.6961,40500,40500,39500,41000,T0000195
flat,0.1346,98.9675,40500,40500,40000,41000,T0000195
flat,0.1136,99.5036,41500,41000,40000,42400,T0000195
flat-z,0.1832,100.0611,43900,43900,40000,44400,T0000195
flat,0.0972,100.4195,42900,41000,40000,43400,T0000195
flat-z,0.1208,100.6766,41000,40500,39500,42900,T0000195
flat-z,0.0583,102.8433,42400,42400,41900,45400,T0000195
flat,0.1085,104.4095,40500,40500,40000,41000,T0000195
flat,0.0865,105.6107,41500,41500,40500,41900,T0000195
flat,0.0343,107.4728,39500,38500,37100,41500,T0000195
flat-z,0.1203,110.7107,44900,44400,39000,45400,T0000195
short,0.0025,111.1592,38000,38500,37500,38500,T0000195
flat,0.1049,111.2611,38000,38000,37500,38500,T0000195
flat-z,0.0604,112.729,41900,42400,38500,43400,T0000195
step up,0.0558,115.2916,44400,44400,42900,60500,T0000195
flat,0.0174,116.4861,46300,48800,46300,49300,T0000195
flat,0.0824,116.801,47800,46800,42900,47800,T0000195
flat - harmx,0.0455,117.6985,45400,45800,43400,46300,T0000195
flat,0.0235,118.4675,45800,45400,44400,46300,T0000195
complex,0.065,123.6259,50200,49300,48300,52200,T0000195
flat,0.0399,125.3785,50700,50700,48800,51200,T0000195
flat-z,0.0819,125.7359,47300,47300,41000,48300,T0000195
flat - harmx,0.0691,126.19,47300,46800,45800,48300,T0000195
flat,0.107,130.1898,50700,50200,49300,52200,T0000195
flat - harmx,0.1628,130.4622,48300,44400,44400,48800,T0000195
flat-mz - harmx,0.1889,131.4211,43400,40500,39500,43900,T0000195
flat-mz,0.1223,133.1752,39500,40000,39500,43900,T0000195
